t`s`float	v(vcol1)`V`float	v(vcol2)`V`float	v(vcol3)`V`float	v(vrow1)`V`float	v(vrow2)`V`float	v(vrow3)`V`float	par(abs(i(vsrc9))`Params`float	par(abs(i(vsrc8))`Params`float	par(abs(i(vsrc7))`Params`float	par(abs(i(vsrc6))`Params`float	par(abs(i(vsrc5))`Params`float	par(abs(i(vsrc4))`Params`float	par(abs(i(vsrc3))`Params`float	par(abs(i(vsrc2))`Params`float	par(abs(i(vsrc1))`Params`float
8.28752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.28852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.28952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.29952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.30952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.31952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.32952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.33952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.34952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.35952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.36952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.37952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.38952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.39952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.40952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.41952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.42952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.43952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.44952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.45952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.46952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.47952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.48952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.49952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.50952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.51952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.52952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53652	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53752	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53852	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.53952	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54052	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54152	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54252	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54352	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54452	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
8.54552	0.748889	0.455556	0.748889	0.651111	0.944444	0.651111	0	0	0	0	0	0	0	0	0
